Mã tin,Loại BĐS,Khu vực,Địa chỉ,Diện tích (m2),Pháp lý,Giá (tỷ),Lộ giới (m),Số lầu,Số phòng ngủ,Số điện thoại liên hệ,Link truy cập
4753066,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",150.0,Sổ hồng/ Sổ đỏ,43.0,20.0,5,10,0937.272.112,https://i-batdongsan.com/-re-nhat-mat-pho-hang-chao-dong-da-150m2-5t-mt-5m-gia-dau-tu-chi-43-ty--4753066.html
4720195,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",46.0,Sổ hồng/ Sổ đỏ,6.7,3.0,5,3,0985.731.618,https://i-batdongsan.com/hot-phao-dai-lang-gan-pho-nha-dep-dan-xay-tang-noi-that-5t-x-46m2-6-7-ty-4720195.html
3901098,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",45.0,Sổ hồng/ Sổ đỏ,1.85,8.0,0,0,0903.274.259,https://i-batdongsan.com/ban-45m-dat-lo-goc-o-to-bau-kim-chung-1-85-ty-dong-anh-3901098.html
4422856,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",266.0,Sổ hồng/ Sổ đỏ,68.0,30.0,3,6,0983.630.136,https://i-batdongsan.com/-ban-nha-mat-pho-yen-phu-tay-ho-266m2-3t-thang-may-mt-8-5m-chi-68-ty--4422856.html
4774200,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",200.0,Sổ hồng/ Sổ đỏ,26.5,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-mat-tien-duong-30-4-tp-vung-tau-4774200.html
3883136,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",215.0,Sổ hồng/ Sổ đỏ,6.35,8.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-sap-mai-vong-la-215m-o-to-6-35-ty-dong-anh-3883136.html
4446600,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",48.0,Chưa Xác Định,6.2,5.0,5,6,0961.265.703,https://i-batdongsan.com/ban-nha-5-tang-hoang-quoc-viet-cau-giay-48m2-gia-6-2-ty-kd-4446600.html
4848057,Nhà mặt tiền,Hà Nội," Quận Hai Bà Trưng, Hà Nội",72.0,Sổ hồng/ Sổ đỏ,45.0,30.0,5,6,0937.272.112,https://i-batdongsan.com/-ban-nha-mat-pho-hue-hai-ba-trung-gia-tot-72m2-5t-mt-4m-chi-45-ty--4848057.html
4645161,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",35.0,Chưa Xác Định,5.9,3.0,3,4,0565.883.883,https://i-batdongsan.com/sieu-pham-to-hieu-loi-pho-co-ha-dong-lo-goc-kinh-doanh-2-mat-ngo-oto-3tang-4-ngu-gia-5ty9-4645161.html
4445088,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",180.0,Sổ hồng/ Sổ đỏ,170.0,30.0,10,27,0973.181.606,https://i-batdongsan.com/-khach-san-5-sao-pho-nguyen-thai-hoc-hoan-kiem-180m2-10t-27-phong-chi-170-ty--4445088.html
4771627,"Nhà hàng, khách sạn",Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",105.0,Sổ hồng/ Sổ đỏ,27.5,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-khach-san-18-phong-moi-dep-khu-a-chau-view-ho--4771627.html
4819821,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Gò Vấp, Hồ Chí Minh",76.0,Sổ hồng/ Sổ đỏ,3.4,4.0,2,3,0973.455.512,https://i-batdongsan.com/hxh-nguyen-van-luong-76m2-3pn-2wc-chi-3-ty-nhinh-4819821.html
4411952,Nhà mặt tiền,Hà Nội," Quận Hoàn Kiếm, Hà Nội",115.0,Sổ hồng/ Sổ đỏ,119.0,30.0,8,20,0973.181.606,https://i-batdongsan.com/-ban-toa-khach-san-mat-pho-co-hang-ga-115m2-8t-thang-may-mt-4-5m-chi-119-ty--4411952.html
4392249,Văn phòng,Hà Nội," Quận Đống Đa, Hà Nội",74.0,Sổ hồng/ Sổ đỏ,33.0,30.0,8,12,0974.473.300,https://i-batdongsan.com/-ban-toa-nha-mat-pho-ton-duc-thang-75m2-8t-thang-may-mt-5m-chi-33-ty--4392249.html
4721730,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",58.0,Sổ hồng/ Sổ đỏ,6.45,2.5,4,4,0985.731.618,https://i-batdongsan.com/hiem-lo-goc-pho-yen-hoa-an-sinh-dinh-dan-tri-cao-an-ninh-tot-4t-x-58m2-6-45-ty-4721730.html
4646087,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",45.0,Chưa Xác Định,4.3,4.0,4,3,0565.883.883,https://i-batdongsan.com/qua-dep-sieu-pham-o-to-do-cong-pho-yen-phuc-van-quan-ha-dien-tich-45m2-gia-4-3-ty-4646087.html
4722097,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",39.0,Sổ hồng/ Sổ đỏ,4.98,2.5,5,6,0985.731.618,https://i-batdongsan.com/cuc-hiem-nha-dep-cau-giay-yen-tinh-an-ninh-tot-5t-x-39m2-4-98-ty-4722097.html
4745299,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",260.0,Sổ hồng/ Sổ đỏ,23.0,0.0,0,0,0981.517.483,https://i-batdongsan.com/ban-nha-goc-2-mat-tien-duong-tran-phu-f5-tp-vung-tau-4745299.html
4723733,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",38.0,Sổ hồng/ Sổ đỏ,5.2,2.5,6,3,0985.731.618,https://i-batdongsan.com/nha-dep-view-ho-pho-trung-kinh-ngo-thong-thoang-rong-rai-an-sinh-dinh-6t-x-38m2--4723733.html
4811094,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",45.0,Chưa Xác Định,7.9,0.0,2,2,0565.883.883,https://i-batdongsan.com/ha-chao-600trieu-nhinh-7ty-5mat-pho-nguyen-viet-xuan-ha-dong-via-he-rong-kd-dinh-4811094.html
3931996,"Đất nền, phân lô",Hà Nội," Huyện Đông Anh, Hà Nội",199.0,Sổ hồng/ Sổ đỏ,14.25,7.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-co-dien-hai-boi-kd-o-to-tranh-199m-14-25-ty-dong-anh-3931996.html
4863032,"Nhà ngõ, hẻm",Hà Nội," Quận Ba Đình, Hà Nội",375.0,Sổ hồng/ Sổ đỏ,86.0,10.0,4,10,0962.769.215,https://i-batdongsan.com/-doi-can-ba-dinh-375m2-4t-mt-10m-o-to-tranh-vao-nha-xay-toa-het-xay-chi-86-ty--4863032.html
3874504,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",69.0,Sổ hồng/ Sổ đỏ,1.85,4.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-dai-dong-dai-mach-o-to-69m-1-85-ty-dong-anh-3874504.html
4724182,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",43.0,Sổ hồng/ Sổ đỏ,5.0,3.0,3,3,0985.731.618,https://i-batdongsan.com/ban-nha-pham-van-dong-thoang-truoc-sau-dan-xay-chac-chan-ngo-yen-tinh-43m2-5-ty-4724182.html
4667919,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",420.0,Sổ hồng/ Sổ đỏ,435.0,30.0,6,4,0902.254.191,https://i-batdongsan.com/-ban-nha-vip-mat-pho-cao-ba-quat-ba-dinh-420m2-6t-thang-may-mt-20m-chi-435-ty--4667919.html
4725672,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",51.0,Sổ hồng/ Sổ đỏ,8.2,7.0,5,6,0985.731.618,https://i-batdongsan.com/ban-nha-pho-nguyen-chi-thanh-mat-ngo-thong-o-to-tranh-kinh-doanh-moi-mat-hang--4725672.html
4844864,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",113.0,Sổ hồng/ Sổ đỏ,5.4,5.0,2,2,0947.393.617,https://i-batdongsan.com/keo-thom-chi-nhinh-40tr-m2-ban-gap-nha-vip-linh-dong-thu-duc-hxh-113m2-4-5x25-4844864.html
4811449,Nhà mặt tiền,Hà Nội," Quận Hà Đông, Hà Nội",33.0,Chưa Xác Định,5.2,0.0,5,3,0565.883.883,https://i-batdongsan.com/qua-re-chi-quanh-5ty-co-nha-5-tang-phan-lo-o-to-tranh-via-he-rong-kd-sieu-dinh-4811449.html
4726159,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",43.0,Sổ hồng/ Sổ đỏ,6.3,3.0,3,3,0985.731.618,https://i-batdongsan.com/nha-hoang-quoc-viet-mat-ngo-thong-kd-dinh-o-to-chu-tu-xay-43m2-6-3-ty-4726159.html
2134644,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",85.0,Chưa Xác Định,11.0,0.0,0,0,0981.707.007,https://i-batdongsan.com/ban-nha-pho-tu-dinh-long-bien-o-to-tranh-kinh-doanh-nha-dep-gia-3-7-ty-2134644.html
4816174,"Nhà ngõ, hẻm",Hà Nội," Huyện Hoài Đức, Hà Nội",36.0,Sổ hồng/ Sổ đỏ,2.85,0.0,4,5,0862.016.404,https://i-batdongsan.com/nha-5-phong-ngu-4-tang-kim-hoang-van-canh-mat-tien-5-05m-gia-chi-2-85-ty-4816174.html
4860071,Văn phòng,Hà Nội," Quận Cầu Giấy, Hà Nội",1400.0,Sổ hồng/ Sổ đỏ,300.0,30.0,10,30,0973.181.606,https://i-batdongsan.com/-to-hop-van-phong-mat-pho-dich-vong-hau-cau-giay-1400m2-10t-mt-khung-30m-chi-300-ty--4860071.html
4835196,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận Thủ Đức, Hồ Chí Minh",89.0,Sổ hồng/ Sổ đỏ,3.45,3.0,2,2,0947.393.617,https://i-batdongsan.com/ngop-ban-gap-nha-gan-ho-van-tu-truong-tho-thu-duc-89m2-6-5x14m-2-tang-chi-3-45-ty-bao-4835196.html
4756581,"Nhà ngõ, hẻm",Hồ Chí Minh," Quận 9, Hồ Chí Minh",65.0,Sổ hồng/ Sổ đỏ,3.6,3.0,2,3,0343.189.357,https://i-batdongsan.com/ban-nha-dinh-phong-phu-tang-nhon-phu-b-65m2-2-tang-chi-3-ty-nhinh-sat-mat-tien-duong-4756581.html
3735606,Nhà mặt tiền,Hà Nội," Huyện Đông Anh, Hà Nội",280.0,Chưa Xác Định,21.5,19.0,0,0,0903.274.259,https://i-batdongsan.com/ban-nha-3t-280m-cau-lon-nam-hong-kinh-doanh-container-tranh-gia-21-5-ty-dong-anh-3735606.html
4622034,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",136.0,Chưa Xác Định,45.0,0.0,0,0,0941.235.529,https://i-batdongsan.com/-sieu-hiem-nha-mat-ngo-55-huynh-thuc-khang-oto-tranh-136m-mt-11m-47-ty-tl--4622034.html
3496398,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,18.0,30.0,7,7,0977.552.342,https://i-batdongsan.com/hiem-nha-mat-pho-kim-ma-lo-goc-7-tang-thang-may-kinh-doanh-dinh-40m2-nhinh-18-ty--3496398.html
4730311,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",35.0,Sổ hồng/ Sổ đỏ,5.25,2.5,6,4,0985.731.618,https://i-batdongsan.com/nha-dep-ho-tung-mau-chu-moi-o-ngay-ngo-nong-thong-dan-tri-cao-an-sinh-dinh-6t--4730311.html
4503279,Đất,Hà Nội," Huyện Đông Anh, Hà Nội",43.0,Sổ hồng/ Sổ đỏ,1.6,3.0,0,0,0903.274.259,https://i-batdongsan.com/ban-dat-thon-bau-kim-chung-dong-anh-o-to-vao-nha-43m-1-6-ty-4503279.html
4801054,Căn hộ chung cư,Hà Nội," Quận Hà Đông, Hà Nội",58.0,Chưa Xác Định,0.98,0.0,1,2,0565.883.883,https://i-batdongsan.com/qua-re-hiem-chua-day-1ty-can-ho-chung-cu-cao-cap-xa-la-dt-58m2-so-do-vinh-vien-4801054.html
4728227,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",33.0,Sổ hồng/ Sổ đỏ,5.25,3.0,6,3,0985.731.618,https://i-batdongsan.com/nha-dep-phan-lo-pho-tran-quoc-vuong-vi-tri-dep-ngo-nong-tang-nt-6t-x-33m2-nhinh-5-ty-4728227.html
3651775,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,4.0,4.0,4,4,0988.030.238,https://i-batdongsan.com/ban-nha-nguyen-van-cu-ngo-rong-thong-o-to-vao-nha-kinh-doanh-50m2-mt-7m-nhinh-4-ty--3651775.html
3773160,Nhà mặt tiền,Hà Nội," Quận Bắc Từ Liêm, Hà Nội",120.0,Sổ hồng/ Sổ đỏ,14.45,7.0,5,9,0903.274.259,https://i-batdongsan.com/ban-nha-co-nhue-kinh-doanh-lo-goc-gara-oto-thang-may-120m-14-45-ty-tu-liem--3773160.html
4840953,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",45.0,Chưa Xác Định,5.85,0.0,0,0,0972.813.389,https://i-batdongsan.com/hot-hot-de-la-thanh-45mx5tx4mtx5-85-4840953.html
4634512,"Nhà hàng, khách sạn",Hà Nội," Quận Hoàn Kiếm, Hà Nội",220.0,Chưa Xác Định,165.0,0.0,0,0,0941.235.529,https://i-batdongsan.com/-ban-toa-khach-san-sieu-vip-mp-ma-may-220m2-7tang-mt-7-6m-chi-165-ty-so-dep--4634512.html
4729324,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",54.0,Sổ hồng/ Sổ đỏ,6.8,2.5,4,4,0985.731.618,https://i-batdongsan.com/nha-moi-o-ngay-hoang-quoc-viet-ngo-thong-gan-pho-dan-tri-cao-an-ninh-tot-4t-x-4729324.html
4869336,"Nhà ngõ, hẻm",Hà Nội," Quận Hai Bà Trưng, Hà Nội",35.0,Chưa Xác Định,4.0,0.0,0,0,0972.813.389,https://i-batdongsan.com/hot-vip-dong-da-dt35mx4tx4-7mtx-nhinh-4-ty-4869336.html
4729630,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",42.0,Sổ hồng/ Sổ đỏ,6.2,3.0,5,3,0985.731.618,https://i-batdongsan.com/hiem-pho-tu-mo-lo-goc-gan-pho-ngo-thong-kinh-doanh-5t-x-42m2-nhinh-6-ty-4729630.html
4606399,Đất,Hà Nội," Huyện Thạch Thất, Hà Nội",88.0,Chưa Xác Định,1.31,0.0,0,0,0565.883.883,https://i-batdongsan.com/ban-gap-dat-mat-duong-lon-canh-chu-binh-yen-tp-ve-tinh-hoa-lac-dien-tich-83m2-gia-1-310t-4606399.html
4661520,Nhà mặt tiền,Hà Nội," Quận Tây Hồ, Hà Nội",278.0,Sổ hồng/ Sổ đỏ,89.0,18.0,6,8,0941.235.529,https://i-batdongsan.com/cuc-hiem-gia-dau-tu-mp-au-co-tay-ho-278m-mt-9m-chi-89-ty-tuong-lai-gia-tri-cao-4661520.html
4826619,Đất,Đông Bắc Bộ," Huyện Phú Bình, Thái Nguyên",260.0,Sổ hồng/ Sổ đỏ,0.56,13.0,0,0,0976.803.606,https://i-batdongsan.com/vua-ra-so-ban-may-lo-f0-260-m2-80m-tc-mat-tien-8m-no-hau-nam-tren-truc-duong-nhua-269b-4826619.html
4646422,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",52.0,Chưa Xác Định,4.5,0.0,4,3,0565.883.883,https://i-batdongsan.com/qua-re-sieu-pham-o-to-do-cong-nguyen-khuyen-van-quan-dien-tich-52m2-gia-4ty5-4646422.html
4704349,Biệt thự,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",252.0,Sổ hồng/ Sổ đỏ,28.5,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-biet-thu-1-tret-2-lau-252m2-khu-phuong-nam-f-8-tp-vung-tau-4704349.html
4828040,Đất,Đông Bắc Bộ," Huyện Phú Bình, Thái Nguyên",300.0,Sổ hồng/ Sổ đỏ,3.15,1.0,0,0,0976.803.606,https://i-batdongsan.com/can-ban-lo-dat-tdc-quan-che-ngay-trung-tam-thi-tran-quan-che-300m-ful-tc-gan-ngay-cho-4828040.html
4793561,"Nhà ngõ, hẻm",Hà Nội," Huyện Thanh Trì, Hà Nội",36.0,Chưa Xác Định,2.9,3.0,5,3,0565.883.883,https://i-batdongsan.com/qua-dep-nhinh-2ty-5-nha-5tang-yen-xa-van-quan-ha-dong-dt-sieu-rong-cach-o-to-tranh-50m-4793561.html
4730659,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,5.8,2.5,3,3,0985.731.618,https://i-batdongsan.com/hiem-phan-lo-mai-dich-khu-vip-dan-tri-cao-ngo-thong-gan-o-to-40m2-5-8-ty-4730659.html
4732091,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",41.0,Sổ hồng/ Sổ đỏ,6.9,3.0,5,4,0985.731.618,https://i-batdongsan.com/nha-dep-2-thoang-phan-lo-pho-tran-binh-gan-pho-dan-tri-cao-an-ninh-tot-tang-noi-4732091.html
3039514,"Nhà ngõ, hẻm",Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",80.0,Chưa Xác Định,6.2,0.0,0,0,0981.256.817,https://i-batdongsan.com/ban-nha-1-tret-1-lau-hem-o-to-duong-hoang-hoa-tham-3039514.html
4762553,Đất,Đông Bắc Bộ," Thị xã Phổ Yên, Thái Nguyên",1200.0,Sổ hồng/ Sổ đỏ,15.6,50.0,0,0,0976.803.606,https://i-batdongsan.com/can-ban-lo-dat-rong-1200m2-tan-850m-tho-cu-ngay-gan-nha-may-sang-sung-thai-nguyen-ngay-4762553.html
4682779,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",58.0,Sổ hồng/ Sổ đỏ,6.45,3.0,4,4,0985.731.618,https://i-batdongsan.com/hang-xom-chelsea-park-lo-goc-dan-xay-4t-x-58m2-gan-pho-kd-van-phong-dan-tri-cao--4682779.html
4728088,"Nhà ngõ, hẻm",Hà Nội," Quận Nam Từ Liêm, Hà Nội",35.0,Chưa Xác Định,3.8,3.0,5,3,0972.813.389,https://i-batdongsan.com/ban-nha-do-duc-duc-dt-30m-40t2-gia-3-8-ty-4728088.html
4846025,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",32.0,Sổ hồng/ Sổ đỏ,7.2,5.0,5,3,0902.254.191,https://i-batdongsan.com/-phan-lo-o-to-kinh-doanh-yen-lang-dong-da-32m2-5t-so-a4-sat-vien-noi-tiet-7-2-4846025.html
4790603,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",90.0,Sổ hồng/ Sổ đỏ,2.86,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-cap-4-hem-30-4-f12-tp-vung-tau-4790603.html
4728156,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",60.0,Chưa Xác Định,7.0,0.0,0,0,0972.813.389,https://i-batdongsan.com/ban-nha-tran-phu-ha-dong-45m2-mat-tien-5m-4728156.html
4775383,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",68.0,Sổ hồng/ Sổ đỏ,3.3,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-hem-duong-truong-cong-dinh-f3-tp-vung-tau-4775383.html
4453854,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",220.0,Sổ hồng/ Sổ đỏ,73.0,30.0,3,30,0937.272.112,https://i-batdongsan.com/-biet-thu-dang-cap-pho-mai-anh-tuan-mat-ho-hoang-cau-lo-goc-220m2-3t-mt-10m--4453854.html
4848029,Nhà mặt tiền,Hà Nội," Quận Đống Đa, Hà Nội",78.0,Sổ hồng/ Sổ đỏ,68.0,30.0,7,10,0902.254.191,https://i-batdongsan.com/-ban-nha-mat-pho-vip-xa-dan-dong-da-78m2-7t-mt-6m-chi-68-ty--4848029.html
4683352,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",43.0,Sổ hồng/ Sổ đỏ,6.5,2.5,6,4,0985.731.618,https://i-batdongsan.com/trung-tam-cau-giay-6-tang-noi-that-xin-sat-ngo-o-to-qua-kd-van-phong-yen-tinh-an-4683352.html
4788602,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",2835.0,Chưa Xác Định,5.5,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-dep-dong-da-dt28-35t2mx4-5tx5-7mtx5-5-ty-4788602.html
4857281,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",50.0,Chưa Xác Định,7.9,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-dep-dong-da-dt50mx4tx5mtx7-9-ty-4857281.html
4420840,Đất,Hà Nội," Quận Ba Đình, Hà Nội",420.0,Sổ hồng/ Sổ đỏ,302.0,30.0,1,10,0937.272.112,https://i-batdongsan.com/-sieu-vip-nha-dat-mat-pho-hang-than-ba-dinh-420m2-c4-mt-16m-chi-302-ty--4420840.html
4687285,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",59.0,Sổ hồng/ Sổ đỏ,6.9,3.0,5,6,0985.731.618,https://i-batdongsan.com/doc-nhat-vo-nhi-ha-yen-quyet-nha-dan-xay-mat-ngo-thong-gan-o-to-kd-sam-uat-59m2-5t--4687285.html
4683772,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",41.0,Sổ hồng/ Sổ đỏ,5.0,3.0,5,4,0985.731.618,https://i-batdongsan.com/sieu-hiem-tran-thai-tong-nha-dep-lo-goc-3-thoang-tang-full-noi-that-5t-x-41m2-5-ty-4683772.html
4794169,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,3.9,2.0,5,3,0979.999.868,https://i-batdongsan.com/nha-5-tang-moi-koong-pho-ngo-gia-tu-lo-goc-o-to-do-cong-dt-40m2-mt-5m-nhinh-3-ty--4794169.html
4684060,"Nhà ngõ, hẻm",Hà Nội," Quận Cầu Giấy, Hà Nội",46.0,Sổ hồng/ Sổ đỏ,5.9,3.0,4,4,0985.731.618,https://i-batdongsan.com/ban-nha-cau-giay-dan-xay-o-to-vao-nha-kinh-doanh-dinh-46m2-5-9-ty-4684060.html
4705561,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",74.0,Sổ hồng/ Sổ đỏ,12.8,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-1-tret-1-lau-mat-tien-duong-truong-cong-dinh-4705561.html
4785336,"Nhà ngõ, hẻm",Hà Nội," Quận Thanh Xuân, Hà Nội",55.0,Sổ hồng/ Sổ đỏ,17.6,10.0,6,6,0904.641.162,https://i-batdongsan.com/-o-to-tranh-1-nha-ra-pho-le-trong-tan-thanh-xuan-55m2-6t-thang-may-17-6-ty--4785336.html
4685559,Nhà mặt tiền,Hà Nội," Quận Ba Đình, Hà Nội",72.0,Sổ hồng/ Sổ đỏ,39.0,30.0,7,18,0902.254.191,https://i-batdongsan.com/-ban-khach-san-7t-mat-pho-nguyen-truong-to-ba-dinh-72m2-mt-4m-18-phong-chi-39-ty--4685559.html
4825064,Nhà mặt tiền,Hà Nội," Quận Bắc Từ Liêm, Hà Nội",40.0,Sổ hồng/ Sổ đỏ,3.9,3.5,5,4,0866.079.862,https://i-batdongsan.com/sieu-hiem-40mx5tang-co-nhue-o-to-do-cong-3-9-ty-4825064.html
4753734,Nhà mặt tiền,Đông Nam Bộ," Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",340.0,Sổ hồng/ Sổ đỏ,95.0,0.0,0,0,0981.517.483,https://i-batdongsan.com/can-ban-nha-hoang-hoa-tham-340m2-gia-95-ty-4753734.html
4731772,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",30.0,Chưa Xác Định,2.65,2.5,4,4,0565.883.883,https://i-batdongsan.com/chi-con-1-can-duy-nhat-nhinh-2ty-nha-moi-dep-4-tang-4-ngu-mau-luong-ha-dong-4731772.html
4708745,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",60.0,Sổ hồng/ Sổ đỏ,20.8,20.0,9,4,0982.833.366,https://i-batdongsan.com/-ban-nha-phan-lo-pho-thai-ha-dong-da-60m2-5t-mt-4-3m-chi-20-8-ty--4708745.html
4840218,"Nhà ngõ, hẻm",Hà Nội," Quận Long Biên, Hà Nội",85.0,Sổ hồng/ Sổ đỏ,6.7,3.5,4,4,0982.818.686,https://i-batdongsan.com/gia-soc-chi-80tr-m2-co-nha-4-tang-nguyen-van-cu-ngo-o-to-85m2-mt-5-4m-nhinh-6-ty--4840218.html
4857242,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",53.0,Chưa Xác Định,9.0,0.0,0,0,0972.813.389,https://i-batdongsan.com/vip-dong-da-dt53mx5tx3-4mtx9-ty-4857242.html
4729100,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",36.0,Chưa Xác Định,2.7,2.5,4,4,0565.883.883,https://i-batdongsan.com/qua-re-nhinh-2-ty-nha-moi-4-tang-4-ngu-dien-tich-sieu-rong-to-3-da-sy-ha-dong-4729100.html
4855264,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",51.0,Chưa Xác Định,5.25,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-hot-dong-da-dt-51mx-5t-x-4-5mt-x-5-25-ty-4855264.html
4771040,"Nhà ngõ, hẻm",Hà Nội," Quận Thanh Xuân, Hà Nội",50.0,Sổ hồng/ Sổ đỏ,4.3,2.5,4,4,0868.298.893,https://i-batdongsan.com/my-man-nha-dep-quan-nhan-ngo-rong-thoang-rat-gan-pho-50m-so-4t-chi-4-3-ty-4771040.html
4755634,Biệt thự,Hà Nội," Quận Long Biên, Hà Nội",230.0,Sổ hồng/ Sổ đỏ,35.0,12.0,4,4,0979.999.868,https://i-batdongsan.com/giam-soc-10ty-quyet-ban-nhanh-biet-thu-vip-kdt-viet-hung-lo-goc-dt-230m2-x4t-mt-25m--4755634.html
4736768,Biệt thự,Hà Nội," Quận Long Biên, Hà Nội",245.0,Sổ hồng/ Sổ đỏ,42.5,21.0,4,6,0982.818.686,https://i-batdongsan.com/giam-soc-3-5-ty-ban-gap-biet-thu-vip-kdt-viet-hung-lo-goc-thang-may-245m2-nhinh-42-4736768.html
4855243,"Nhà ngõ, hẻm",Hà Nội," Quận Đống Đa, Hà Nội",57.0,Chưa Xác Định,7.0,0.0,0,0,0972.813.389,https://i-batdongsan.com/nha-dep-dong-da-dt57m-x-7-ty-lung-linh-4855243.html
4742482,"Nhà ngõ, hẻm",Hà Nội," Quận Hà Đông, Hà Nội",36.0,Chưa Xác Định,0.004,3.0,3,3,0565.883.883,https://i-batdongsan.com/tuyet-dinh-nhinh-4ty-nha-trung-tam-van-quan-3-tang-36-m2-1-nha-ra-pho-o-to-cat-trong-nha-4742482.html
