Vùng,Kinh độ,Vĩ độ
" Tô Hiệu Hà Đông Hà Nội Đường Tô Hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Phố Nguyễn Thái Học, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Á Châu, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Nguyễn Văn Lượng, Phường 16, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Phố Hàng Gà, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Yên Phúc,Văn Quán, Hà Đông Hà Nội Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Trần Phú, Phường 5, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Trung Kính, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Nguyễn Viết Xuân,Hà Đông, Hà Nội Đường Nguyễn Viết Xuân, Phường Quang Trung, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Xã Hải Bối, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Xã Đại Mạch, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Đường Phạm Văn Đồng, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Cao Bá Quát, Phường Điện Biên, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Lý Tế Xuyên, Phường Linh Đông, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Yên Phúc,Văn Quán,Hà Đông, Hà Nội Đường Yên Phúc, Phường Văn Quán, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Xã Vân Canh, Huyện Hoài Đức, Hà Nội",21.0111263,105.8138256
" Phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Hồ Văn Tư, Phường Trường Thọ, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Hồ Chí Minh",21.0111263,105.8138256
" Đường Đường số 23B, Xã Nam Hồng, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Phố Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Trường Sa, Xã Kim Chung, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" XaLa,Hà Đông, Hà Nội Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Phố Trần Quốc Vượng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Cổ Nhuế, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Mã Mây, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Đại La, Phường Ngô Thì Nhậm, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Thạch Thất Xã Bình Yên, Huyện Thạch Thất, Hà Nội",21.0111263,105.8138256
" Đường Âu Cơ, Phường Quảng An, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Xã Tân Thành, Huyện Phú Bình, Thái Nguyên",21.0111263,105.8138256
" Văn Quán, Hà Đông Hà Nội Đường Nguyễn Khuyến, Phường Văn Quán, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Thi Sách, Phường 8, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Xã Nga My, Huyện Phú Bình, Thái Nguyên",21.0111263,105.8138256
" Yên Xá ,Thanh Trì, Hà Nội Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",21.0111263,105.8138256
" Đường Cầu vượt Mai Dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Hoàng Hoa Thám, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Quốc Lộ 3, Xã Đồng Tiến, Thị xã Phổ Yên, Thái Nguyên",21.0111263,105.8138256
" Đường Hạ Yên, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Đỗ Đức Dục, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Yên Lãng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường 30/4, Phường 12, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường An Thắng, Phường Đồng Mai, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Trương Công Định, Phường 3, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Mai Anh Tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Xã Đàn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Hàng Than, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Hạ Yên, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Trương Công Định, Phường 7, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Khuất Duy Tiến, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Phố Nguyễn Trường Tộ, Phường Nguyễn Trung Trực, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Cổ Nhuế 2, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Hoàng Hoa Thám, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Mậu Lương ,Hà Đông, Hà Nội Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Cừ, Phường Gia Thụy, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Trường Chinh, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đa Sỹ,Hà Đông, Hà Nội Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Đường Lưu Khánh Đàm, Phường Việt Hưng, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Lưu Khánh Đàm, Phường Việt Hưng, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Văn Quán ,Hà Đông, Hà Nội Đường Yên Bình, Phường Văn Quán, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Trường Chinh, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Lê Trọng Tấn, Phường Dương Nội, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Văn Quán ,Hà Đông, Hà Nội Đường Yên Bình, Phường Văn Quán, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Chí Thanh, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Nguyễn Viết Xuân,Hà Đông, Hà Nội Đường Nguyễn Viết Xuân, Phường Quang Trung, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Trần Phú,Văn Quán,Hà Đông, Hà Nội Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Gò Dưa, Phường Tam Bình, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Kha Vạn Cân, Phường Linh Chiểu, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đa Sỹ,Hà Đông, Hà Nội Đường Đa Sĩ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Võ Văn Dũng, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Tô Ngọc Vân, Phường Tam Bình, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Lê Hồng Phong, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Cống Lở, Phường 15, Quận Tân Bình, Hồ Chí Minh",21.0111263,105.8138256
" Đường Phạm Văn Đồng, Thị Trấn Phú Mỹ, Huyện Tân Thành, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Số 2, Phường Linh Đông, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Văn Tiến Dũng, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",21.0111263,105.8138256
" Tô Hiệu Đường Tô Hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Phố Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn An Ninh, Phường 8, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Xala,Hà Đông, Hà Nội Phố Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Phố Hào Nam, Phường Kim Liên, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Đông Tác, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Hương lộ 2, Phường Hòa Long, Thành phố Bà Rịa, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Nhà Vườn Hải ÂU,KĐT mới Cầu Bươi,Thanh Trì, Hà Nội Đường Cầu Bươu, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",21.0111263,105.8138256
" Đường Số 8, Phường Linh Xuân, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Nguyễn Trãi, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Phố Hồ Đắc Di, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Hào Nam, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Lê Văn Lương, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",21.0111263,105.8138256
" Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",21.0111263,105.8138256
" Phố Hào Nam, Phường Quang Trung, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường DX 03, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",21.0111263,105.8138256
" Đường Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Cừ, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Trần Xuân Soạn, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",21.0111263,105.8138256
" Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Cừ, Phường Bồ Đề, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Phố Lương Ngọc Quyến, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Phố Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Ngọc Lâm, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Cổ Linh, Phường Long Biên, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn An Ninh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Khang, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Quang Trung, Phường 8, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Quang Trung,Hà Đông, Hà Nội Đường Ngô Gia Khảm, Phường Quang Trung, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Lê Hồng Phong, Phường Hà Cầu, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Thượng Đình, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Lê Hồng Phong,Nguyễn Trãi,Hà Đông, Hà Nội Đường Lê Hồng Phong, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Đường Xô Viết Nghệ Tĩnh, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Võ Văn Kiệt, Phường Hòa Long, Thành phố Bà Rịa, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Đại Cồ Việt, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Trường Tộ, Phường 3, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Phan Chu Trinh, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Trần Phú, Phường Quang Trung, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Trường Chinh, Phường Khương Thượng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Nam Kỳ Khởi Nghĩa, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Lương Thế Vinh, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Hoàng Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Phố Vạn Bảo, Phường Liễu Giai, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Xuân La, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường 3/2, Phường Nguyễn An Ninh, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Xã Đàn 2, Phường Trung Phụng, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Hồ Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Phan Chu Trinh, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Lý Tự Trọng, Phường 1, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Hoàng Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Đường Minh Khai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Đường Trần Nhật Duật, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Mạc Đĩnh Chi, Phường Đa Kao, Quận 1, Hồ Chí Minh",21.0111263,105.8138256
" Đường Phan Chu Trinh, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Xã Đàn, Phường Quang Trung, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Linh Đàm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Phố Thái Hà, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Trần Quốc Hoàn, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Văn Chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Lạc Long Quân, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Nguyễn Hữu Cảnh, Phường Thắng Nhất, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường  Phú Mỹ - Tóc Tiên, Thị Trấn Phú Mỹ, Huyện Tân Thành, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Đường Ba Cu, Phường 4, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Quốc lộ 23, Xã Đại Mạch, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Đường ĐT 768B, Phường Trảng Dài, Thành phố Biên Hoà, Đồng Nai",21.0111263,105.8138256
" Phố Hòa Mã, Phường Bạch Đằng, Quận Hai Bà Trưng, Hà Nội",21.0111263,105.8138256
" Đường Bắc Thăng Long-Nội Bài, Xã Kim Chung, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Thị Định, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Phú Minh, Phường Minh Khai, Quận Bắc Từ Liêm, Hà Nội",21.0111263,105.8138256
" Đường Lê Lai, Phường 1, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Xã Vân Nội, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Đường Phan Chu Trinh, Phường 2, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Lương Định Của, Phường Kim Liên, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phường Việt Hưng, Quận Long Biên, Hà Nội",21.0111263,105.8138256
" Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Xã Kim Chung, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Đường Lê Hồng Phong, Phường Thắng Tam, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",21.0111263,105.8138256
" Đường Hải Sơn, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",21.0111263,105.8138256
" Đường Trương Công Định, Phường 7, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Trường Sa, Xã Kim Chung, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Phố Tân Mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội",21.0111263,105.8138256
" Đường 30/4, Phường 11, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Trường Tộ, Phường 3, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Phố Xã Đàn, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Lê Hồng Phong, Phường 3, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",21.0111263,105.8138256
" TPHCM Đường Thống Nhất, Phường 16, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Phố Thái Hà, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Văn Quá, Phường Tân Hưng Thuận, Quận 12, Hồ Chí Minh",21.0111263,105.8138256
" Đường Phạm Văn Chiêu, Phường 8, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Đường Tô Ngọc Vân, Phường Quảng An, Quận Tây Hồ, Hà Nội",21.0111263,105.8138256
" Đường Khuất Duy Tiến, Phường Thanh Xuân Bắc, Quận Thanh Xuân, Hà Nội",21.0111263,105.8138256
" Đường Hồ Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",21.0111263,105.8138256
" Phố Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Thái Hà, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Phạm Văn Đồng, Phường 1, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Phố Lý Nam Đế, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Văn Hương, Phường Láng Hạ, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Phố Hàng Muối, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",21.0111263,105.8138256
" Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Phố Vũ Thạnh, Phường Cát Linh, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng",21.0111263,105.8138256
" Đường Văn Hương, Phường Văn Chương, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Đường Trương Công Định, Phường 7, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Đường số 23B, Xã Đại Mạch, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Phố Phạm Ngọc Thạch, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
" Đường Hoàng Diệu 2, Phường Linh Chiểu, Quận Thủ Đức, Hồ Chí Minh",21.0111263,105.8138256
" Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Hồ Chí Minh",21.0111263,105.8138256
" Đường Trần Phú, Phường 1, Thành phố Vũng Tàu, Bà Rịa Vũng Tàu",21.0111263,105.8138256
" Đường Quốc lộ 23B, Xã Vân Nội, Huyện Đông Anh, Hà Nội",21.0111263,105.8138256
" Đường Nguyễn Trãi, Phường 11, Quận 5, Hồ Chí Minh",21.0111263,105.8138256
" Phố Chợ Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",21.0111263,105.8138256
